victim_age,victim_gender,victim_race,crime_type,location,outcome
31,Female,Hispanic,Drug Offense,Rural,Arrest
22,Female,Asian,Drug Offense,Rural,No Action
71,Female,Hispanic,Assault,Urban,Warning
71,Female,Hispanic,Vandalism,Urban,Warning
63,Male,White,Drug Offense,Rural,Arrest
45,Male,White,Fraud,Rural,No Action
32,Male,Black,Vandalism,Urban,No Action
50,Female,Asian,Assault,Suburban,Arrest
55,Male,Hispanic,Fraud,Urban,Arrest
26,Female,Hispanic,Assault,Suburban,Arrest
55,Female,White,Robbery,Urban,Arrest
58,Male,Hispanic,Robbery,Suburban,No Action
24,Male,Hispanic,Robbery,Rural,Warning
78,Male,Hispanic,Fraud,Rural,Warning
52,Male,Asian,Burglary,Rural,Warning
70,Male,Hispanic,Vandalism,Rural,No Action
62,Male,Black,Burglary,Rural,No Action
38,Female,Asian,Burglary,Rural,Warning
51,Female,Asian,Vandalism,Urban,No Action
47,Female,White,Fraud,Rural,Arrest
76,Female,White,Fraud,Urban,No Action
26,Female,Black,Vandalism,Rural,Warning
48,Male,White,Robbery,Urban,Arrest
51,Female,Hispanic,Assault,Rural,Arrest
70,Female,Black,Assault,Rural,No Action
41,Female,Asian,Vandalism,Urban,Arrest
44,Male,White,Robbery,Urban,Arrest
57,Female,Black,Fraud,Rural,Warning
60,Male,Asian,Assault,Rural,No Action
37,Female,Asian,Burglary,Rural,No Action
27,Male,Asian,Theft,Urban,No Action
22,Male,White,Burglary,Urban,No Action
74,Female,White,Robbery,Urban,Warning
49,Male,Asian,Robbery,Rural,Arrest
70,Male,Asian,Burglary,Suburban,Arrest
44,Male,Hispanic,Vandalism,Suburban,Warning
72,Male,Black,Theft,Urban,Arrest
70,Male,Hispanic,Fraud,Suburban,Warning
19,Female,Black,Theft,Urban,Warning
62,Female,Black,Vandalism,Urban,Arrest
78,Female,White,Robbery,Rural,Warning
58,Male,Asian,Vandalism,Rural,Arrest
35,Male,Hispanic,Drug Offense,Suburban,Arrest
54,Female,Asian,Burglary,Urban,Arrest
30,Female,Asian,Burglary,Rural,Warning
38,Female,Hispanic,Vandalism,Urban,No Action
51,Male,White,Fraud,Urban,Warning
25,Female,Black,Vandalism,Suburban,No Action
21,Female,Asian,Drug Offense,Urban,Arrest
18,Female,Black,Theft,Rural,Warning
25,Female,Black,Drug Offense,Rural,Warning
36,Female,Black,Robbery,Suburban,Arrest
78,Male,Asian,Theft,Urban,No Action
26,Male,Asian,Drug Offense,Suburban,No Action
75,Male,Hispanic,Theft,Suburban,No Action
35,Male,Black,Assault,Urban,Warning
69,Female,Hispanic,Assault,Rural,Arrest
51,Female,Hispanic,Assault,Rural,Arrest
33,Male,Asian,Robbery,Suburban,No Action
47,Female,Black,Vandalism,Urban,No Action
31,Male,Black,Fraud,Rural,No Action
68,Male,White,Vandalism,Rural,No Action
27,Female,Black,Fraud,Urban,No Action
72,Male,Asian,Burglary,Rural,Warning
63,Female,Asian,Drug Offense,Suburban,Warning
53,Female,Asian,Vandalism,Urban,Arrest
57,Female,Hispanic,Vandalism,Rural,No Action
22,Male,Hispanic,Drug Offense,Suburban,Warning
19,Female,Asian,Fraud,Rural,No Action
65,Female,Asian,Fraud,Suburban,Arrest
18,Male,White,Fraud,Suburban,No Action
75,Female,Asian,Drug Offense,Urban,Arrest
23,Male,White,Theft,Suburban,Arrest
34,Male,Hispanic,Robbery,Rural,Arrest
37,Female,Black,Robbery,Urban,No Action
77,Male,Hispanic,Fraud,Urban,Arrest
50,Female,Hispanic,Vandalism,Rural,Warning
76,Male,Hispanic,Robbery,Rural,No Action
47,Male,Asian,Assault,Rural,Warning
32,Male,Black,Assault,Urban,Arrest
20,Male,Black,Burglary,Urban,Warning
57,Male,Black,Theft,Rural,Arrest
26,Male,Asian,Fraud,Suburban,Warning
61,Male,Hispanic,Burglary,Rural,Arrest
41,Female,Asian,Burglary,Suburban,No Action
70,Male,Asian,Fraud,Urban,Arrest
28,Female,Hispanic,Theft,Suburban,Arrest
18,Male,White,Theft,Suburban,No Action
72,Female,Black,Assault,Rural,No Action
21,Female,White,Theft,Urban,Warning
44,Male,Black,Fraud,Rural,No Action
50,Male,Asian,Vandalism,Urban,Arrest
73,Male,White,Theft,Rural,Warning
57,Female,White,Robbery,Rural,Warning
19,Male,Asian,Theft,Urban,Arrest
56,Male,Asian,Assault,Urban,No Action
34,Male,Black,Robbery,Urban,Warning
40,Male,Hispanic,Fraud,Rural,Arrest
32,Male,White,Theft,Rural,Warning
21,Male,Asian,Drug Offense,Suburban,Arrest
70,Female,Hispanic,Vandalism,Urban,No Action
78,Female,Asian,Robbery,Suburban,No Action
72,Male,Black,Drug Offense,Rural,Warning
36,Male,Asian,Theft,Rural,Warning
54,Female,Asian,Theft,Suburban,Warning
50,Male,Asian,Fraud,Suburban,Warning
33,Male,White,Burglary,Urban,Arrest
35,Male,Black,Vandalism,Rural,Arrest
70,Female,Hispanic,Burglary,Suburban,Arrest
50,Male,Hispanic,Burglary,Urban,Warning
44,Female,Hispanic,Burglary,Urban,Arrest
22,Female,Asian,Vandalism,Rural,Arrest
44,Female,White,Vandalism,Urban,Arrest
71,Male,White,Fraud,Urban,Warning
60,Female,Hispanic,Theft,Suburban,No Action
57,Female,Asian,Robbery,Rural,Warning
55,Male,Hispanic,Robbery,Urban,Arrest
72,Female,Black,Vandalism,Urban,Warning
72,Female,Asian,Fraud,Urban,Warning
40,Female,White,Burglary,Rural,Warning
19,Female,Black,Vandalism,Rural,Arrest
75,Male,Hispanic,Theft,Urban,Arrest
45,Female,Hispanic,Theft,Suburban,Arrest
54,Male,Hispanic,Fraud,Suburban,Arrest
30,Male,Black,Fraud,Urban,No Action
28,Male,Asian,Vandalism,Urban,No Action
78,Male,White,Robbery,Suburban,Warning
20,Male,Hispanic,Vandalism,Suburban,Arrest
77,Male,White,Theft,Suburban,Warning
65,Female,White,Robbery,Urban,Warning
47,Male,Hispanic,Fraud,Urban,No Action
47,Female,Hispanic,Vandalism,Urban,No Action
47,Male,Black,Robbery,Suburban,Arrest
74,Male,Black,Theft,Urban,Arrest
77,Male,Asian,Robbery,Rural,No Action
68,Male,Black,Burglary,Suburban,No Action
39,Male,Black,Theft,Rural,No Action
28,Female,White,Vandalism,Rural,Arrest
47,Female,White,Theft,Suburban,Arrest
56,Female,Hispanic,Vandalism,Rural,Warning
24,Male,Asian,Theft,Urban,Warning
45,Female,White,Theft,Urban,Arrest
60,Male,Black,Fraud,Suburban,No Action
48,Male,Black,Fraud,Suburban,Arrest
24,Male,Hispanic,Theft,Urban,Arrest
39,Male,Asian,Assault,Urban,Warning
79,Female,White,Theft,Urban,Warning
67,Female,White,Robbery,Rural,Arrest
44,Male,White,Fraud,Suburban,Arrest
60,Female,Asian,Assault,Rural,Warning
79,Female,Asian,Fraud,Suburban,Arrest
32,Male,Black,Fraud,Suburban,Warning
29,Male,Asian,Vandalism,Suburban,Arrest
75,Male,Black,Drug Offense,Urban,Warning
53,Male,White,Fraud,Urban,Arrest
23,Male,Hispanic,Robbery,Suburban,Arrest
52,Female,White,Theft,Rural,No Action
65,Male,Black,Drug Offense,Urban,Warning
32,Female,Asian,Robbery,Urban,Arrest
51,Male,Hispanic,Theft,Rural,Warning
75,Male,Hispanic,Robbery,Urban,Arrest
53,Female,Black,Drug Offense,Rural,Warning
62,Female,Black,Burglary,Rural,Arrest
66,Male,Hispanic,Drug Offense,Urban,No Action
52,Female,Asian,Assault,Rural,Warning
68,Female,Black,Drug Offense,Rural,No Action
76,Female,Hispanic,Drug Offense,Rural,No Action
55,Female,White,Robbery,Urban,No Action
64,Female,Asian,Drug Offense,Rural,No Action
28,Female,Black,Robbery,Suburban,Arrest
44,Female,Black,Vandalism,Suburban,No Action
30,Male,White,Vandalism,Rural,Arrest
43,Male,Asian,Robbery,Suburban,Warning
34,Female,Black,Robbery,Rural,Arrest
44,Female,Hispanic,Fraud,Rural,Warning
66,Female,Black,Robbery,Suburban,Arrest
38,Male,Hispanic,Theft,Urban,No Action
28,Female,Asian,Vandalism,Suburban,Warning
52,Male,Hispanic,Theft,Rural,No Action
51,Male,Black,Robbery,Rural,Arrest
46,Female,Black,Assault,Rural,Arrest
39,Female,Asian,Burglary,Urban,Arrest
35,Female,Asian,Vandalism,Rural,Warning
30,Male,Asian,Burglary,Rural,Warning
79,Male,Asian,Robbery,Urban,Arrest
66,Female,Asian,Vandalism,Suburban,Arrest
56,Male,Hispanic,Theft,Rural,Warning
38,Male,Hispanic,Vandalism,Urban,Warning
30,Female,White,Drug Offense,Urban,Arrest
53,Female,Hispanic,Burglary,Suburban,No Action
48,Female,White,Drug Offense,Suburban,Arrest
47,Female,Asian,Theft,Urban,Arrest
70,Female,Black,Assault,Suburban,No Action
70,Female,Black,Drug Offense,Rural,Arrest
22,Female,Asian,Burglary,Rural,Arrest
21,Male,Black,Drug Offense,Urban,Warning
78,Female,Black,Burglary,Suburban,No Action
34,Male,White,Assault,Rural,No Action
45,Female,White,Burglary,Suburban,Warning
39,Female,Asian,Robbery,Suburban,Warning
68,Female,White,Theft,Suburban,No Action
73,Female,Asian,Burglary,Rural,No Action
77,Male,Black,Burglary,Rural,Arrest
48,Male,Black,Vandalism,Suburban,Warning
62,Female,Asian,Burglary,Suburban,No Action
22,Female,White,Burglary,Rural,No Action
78,Male,Hispanic,Drug Offense,Suburban,No Action
24,Female,Asian,Theft,Rural,Warning
34,Male,White,Drug Offense,Suburban,Warning
48,Male,White,Burglary,Urban,Warning
69,Male,Black,Drug Offense,Suburban,Arrest
71,Female,Hispanic,Burglary,Rural,Arrest
28,Female,Asian,Vandalism,Suburban,No Action
56,Female,White,Robbery,Urban,Arrest
18,Female,White,Assault,Urban,Arrest
33,Female,White,Assault,Urban,Warning
31,Male,Asian,Drug Offense,Rural,No Action
38,Male,Black,Burglary,Suburban,Warning
46,Female,Black,Fraud,Rural,Arrest
35,Male,Asian,Theft,Rural,No Action
68,Female,White,Burglary,Rural,No Action
57,Male,Black,Drug Offense,Rural,No Action
27,Male,Asian,Burglary,Rural,Warning
36,Female,Black,Theft,Suburban,Arrest
34,Female,White,Assault,Urban,No Action
33,Male,Black,Assault,Suburban,Arrest
42,Female,Hispanic,Assault,Urban,Warning
53,Male,Asian,Burglary,Suburban,Warning
42,Female,Asian,Fraud,Suburban,No Action
28,Male,Black,Assault,Rural,No Action
52,Male,Hispanic,Assault,Rural,Warning
51,Female,Asian,Fraud,Rural,Warning
74,Female,Asian,Drug Offense,Rural,Arrest
49,Male,White,Assault,Suburban,No Action
53,Female,White,Drug Offense,Urban,No Action
67,Male,White,Burglary,Rural,Arrest
71,Female,White,Assault,Urban,Warning
27,Female,Asian,Vandalism,Rural,Arrest
33,Male,Asian,Burglary,Suburban,Arrest
68,Male,Asian,Robbery,Suburban,Arrest
53,Female,Black,Robbery,Rural,Arrest
65,Female,White,Vandalism,Suburban,Arrest
67,Female,Hispanic,Vandalism,Suburban,No Action
71,Female,White,Assault,Urban,Warning
36,Male,Black,Robbery,Suburban,Arrest
71,Male,Hispanic,Assault,Rural,Arrest
20,Female,Asian,Theft,Urban,Warning
73,Male,Asian,Assault,Rural,Warning
43,Male,Hispanic,Burglary,Suburban,No Action
23,Male,Asian,Burglary,Suburban,Arrest
36,Female,Asian,Assault,Rural,Arrest
54,Male,White,Drug Offense,Urban,Arrest
48,Male,Black,Robbery,Suburban,No Action
42,Female,Hispanic,Theft,Rural,Arrest
73,Male,White,Theft,Suburban,No Action
46,Female,White,Theft,Suburban,No Action
43,Male,White,Assault,Suburban,Arrest
39,Male,Black,Theft,Rural,Warning
45,Male,White,Theft,Rural,Arrest
58,Male,White,Burglary,Urban,Arrest
23,Male,Black,Burglary,Rural,Warning
19,Female,White,Robbery,Urban,Arrest
69,Male,Asian,Robbery,Urban,Warning
67,Female,Black,Fraud,Urban,No Action
41,Female,White,Burglary,Urban,Arrest
45,Female,Black,Assault,Rural,Warning
47,Male,Asian,Assault,Urban,Warning
58,Female,White,Drug Offense,Urban,Arrest
63,Female,White,Fraud,Urban,Warning
65,Male,White,Vandalism,Urban,No Action
73,Male,Asian,Theft,Suburban,Warning
29,Female,Asian,Theft,Urban,Warning
57,Male,White,Theft,Rural,Arrest
67,Female,Asian,Assault,Suburban,Arrest
30,Male,White,Theft,Rural,Arrest
34,Male,Black,Fraud,Suburban,No Action
30,Female,Asian,Assault,Suburban,No Action
66,Male,Hispanic,Theft,Suburban,Warning
70,Female,Black,Burglary,Urban,Warning
51,Male,White,Theft,Suburban,Arrest
45,Female,Asian,Drug Offense,Urban,Arrest
53,Male,Black,Fraud,Suburban,Warning
23,Female,Hispanic,Robbery,Urban,No Action
62,Female,Asian,Burglary,Urban,No Action
19,Female,Hispanic,Vandalism,Rural,Arrest
51,Male,Hispanic,Assault,Rural,Arrest
34,Male,Black,Vandalism,Suburban,Arrest
36,Female,Black,Drug Offense,Urban,Warning
63,Female,White,Drug Offense,Suburban,Warning
25,Female,Black,Vandalism,Rural,Arrest
79,Female,Hispanic,Vandalism,Suburban,No Action
18,Female,White,Vandalism,Suburban,Warning
53,Male,Hispanic,Theft,Suburban,Arrest
51,Female,Hispanic,Burglary,Suburban,Warning
77,Male,White,Drug Offense,Rural,Warning
37,Male,Asian,Vandalism,Suburban,Warning
21,Male,White,Fraud,Rural,Arrest
36,Male,White,Vandalism,Suburban,Warning
43,Male,White,Theft,Rural,No Action
24,Male,Hispanic,Fraud,Suburban,Arrest
38,Male,Black,Burglary,Rural,Warning
75,Female,White,Drug Offense,Suburban,Warning
49,Male,Asian,Theft,Rural,Arrest
73,Male,Hispanic,Vandalism,Suburban,Warning
60,Male,Hispanic,Fraud,Rural,No Action
59,Female,Hispanic,Burglary,Suburban,No Action
63,Female,Black,Burglary,Suburban,No Action
25,Female,Black,Fraud,Rural,No Action
51,Male,Black,Vandalism,Urban,Arrest
56,Male,White,Fraud,Suburban,Warning
27,Male,Black,Drug Offense,Urban,No Action
47,Male,White,Vandalism,Suburban,Warning
66,Female,White,Drug Offense,Urban,Warning
55,Female,Hispanic,Burglary,Suburban,Arrest
53,Male,Hispanic,Burglary,Rural,Arrest
58,Male,Asian,Vandalism,Rural,No Action
23,Male,Asian,Fraud,Urban,No Action
42,Female,White,Vandalism,Rural,Arrest
59,Female,White,Vandalism,Suburban,Arrest
78,Male,White,Assault,Suburban,No Action
43,Female,Black,Drug Offense,Suburban,Warning
19,Female,White,Vandalism,Suburban,Arrest
34,Male,Hispanic,Burglary,Suburban,Warning
50,Male,White,Vandalism,Urban,Arrest
34,Male,Hispanic,Theft,Rural,Arrest
47,Female,Hispanic,Vandalism,Rural,Warning
29,Female,Hispanic,Drug Offense,Suburban,Warning
61,Male,Black,Vandalism,Urban,Arrest
64,Male,Hispanic,Theft,Urban,Arrest
78,Male,Hispanic,Vandalism,Rural,No Action
67,Female,Hispanic,Theft,Rural,Arrest
20,Male,White,Vandalism,Urban,No Action
75,Female,Black,Fraud,Urban,Warning
44,Male,White,Vandalism,Urban,Warning
71,Female,Asian,Robbery,Urban,Warning
37,Female,Hispanic,Vandalism,Suburban,No Action
52,Male,Black,Fraud,Suburban,No Action
23,Female,Asian,Drug Offense,Urban,Warning
42,Male,Asian,Vandalism,Rural,No Action
64,Male,White,Burglary,Rural,Warning
48,Female,Asian,Theft,Urban,Warning
69,Female,Hispanic,Fraud,Suburban,Warning
53,Male,Asian,Vandalism,Urban,Arrest
31,Female,Hispanic,Vandalism,Urban,No Action
68,Female,Hispanic,Drug Offense,Rural,Warning
25,Male,Black,Drug Offense,Rural,No Action
71,Male,White,Drug Offense,Rural,Warning
56,Male,Black,Robbery,Rural,No Action
52,Female,Hispanic,Burglary,Rural,No Action
65,Male,Hispanic,Vandalism,Suburban,No Action
25,Female,White,Theft,Suburban,No Action
71,Male,White,Theft,Rural,Warning
32,Male,Hispanic,Burglary,Suburban,Warning
59,Female,White,Assault,Rural,Warning
68,Female,Hispanic,Drug Offense,Urban,No Action
75,Male,Asian,Vandalism,Rural,No Action
30,Male,Black,Fraud,Rural,No Action
77,Male,Asian,Vandalism,Rural,Warning
19,Male,Black,Robbery,Urban,Warning
21,Male,Asian,Assault,Suburban,Arrest
23,Male,Black,Theft,Suburban,No Action
28,Male,Hispanic,Assault,Rural,No Action
78,Male,Black,Drug Offense,Suburban,Warning
32,Male,Black,Robbery,Rural,Warning
23,Female,Hispanic,Robbery,Urban,No Action
26,Female,Black,Theft,Urban,Warning
22,Male,Asian,Theft,Rural,Warning
22,Female,White,Burglary,Rural,Arrest
36,Female,White,Assault,Urban,Warning
30,Male,Black,Burglary,Urban,Warning
50,Female,White,Assault,Suburban,No Action
37,Male,Asian,Burglary,Rural,No Action
22,Female,Hispanic,Robbery,Rural,No Action
77,Male,White,Assault,Urban,Warning
24,Male,Hispanic,Assault,Urban,Arrest
72,Male,White,Robbery,Urban,Arrest
32,Female,White,Fraud,Rural,Arrest
59,Male,Hispanic,Vandalism,Rural,Arrest
